InspectionID,BusinessName,License,Address,City,State,Zip,Latitude,Longitude,DatePerformed,Result,ViolationID,ViolationText,ViolationComment
1515438,MCDONALD'S,1765916,"5733 S KEDZIE AVE ",CHICAGO,IL,60629,41.788891434222,-87.7032795921656,2014-12-24,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","THE FOLLOWING IN NEED OF CLEANING: THE HOOD,FILTERS,FRYERS THICK WITH GREASE BUILDUP,ALL DRINK DISPENSOR NOZZLES, SIDES OF ALL THE EQUIPMENT.   MUST CLEAN AND MAINTAIN."
1515597,MCDONALD'S,2163913,"1378-84 W LAKE ST ",CHICAGO,IL,60607,41.8855365865049,-87.6618227108202,2015-01-06,Pass w/ Conditions,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",CLEAN WHITE PLASTIC PANEL INSIDE LARGE ICE MACHINE IN REAR(PINKISH RESIDUE OBSERVED.
1516644,MCDONALD'S,1765916,"5733 S KEDZIE AVE ",CHICAGO,IL,60629,41.788891434222,-87.7032795921656,2015-10-30,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","OBSERVED THE FOLLOWING NOT CLEAN, REAR FREEZER INTERIOR, NEXT TO THE CHICKEN FRYERS, CLEAN FRONT CABINET UNDER THE KETCHUP DISPENSOR, CAFE DRIP TRAY,AND BLENDER AREA, AND FRONT MILK COOLER INTERIOR, INSTRUCTED TO CLEAN.."
1516645,MCDONALD'S #11290,33144,"7601 S CICERO AVE ",CHICAGO,IL,60652,41.7546601243937,-87.7413847586052,2015-11-03,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","OBSERVED THE INTERIOR OF THE FREEZER WITH FOOD CRUMBS, INSTRUCTED TO CLEAN."
1522512,MCDONALD'S,1490035,"6900 S LAFAYETTE AVE ",CHICAGO,IL,60621,41.769155335336,-87.6268126762725,2015-01-30,Pass w/ Conditions,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",MUST CLEAN THE INTERIOR OF ALL REACH IN COOLERS TO REMOVE SPILLS AND CLEAN THE EXTERIOR OF ALL COOKING EQUIPMENT TO REMOVE GREASE.
1522589,MCDONALD'S CORPORATION,1243048,"23 N WESTERN AVE ",Chicago,IL,60612,41.8819144601214,-87.6863038518981,2015-02-03,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",DETAIL CLEAN THE TOP OF THE GRILL AND THE INTERIOR OF THE 4 DOOR FOOD PREP COOLER.
1527371,MCDONALD'S 26371 (MCDONALD'S),2304342,"36 W 95TH ST ",CHICAGO,IL,60628,41.7218087646306,-87.6252418946853,2015-02-27,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",INSTRUCTED TO CLEAN AND MAINTAIN THE RUBBER GASKETS ON THE PREP REACH IN COOLERS.
1527548,MCDONALD'S,1490035,"6900 S LAFAYETTE AVE ",CHICAGO,IL,60621,41.769155335336,-87.6268126762725,2015-03-05,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",MUST CLEAN THE INTERIOR OF ALL REACH IN COOLERS TO REMOVE SPILLS AND CLEAN THE EXTERIOR OF ALL COOKING EQUIPMENT TO REMOVE GREASE.
1528006,MCDONALD'S RESTAURANT,1678414,"6336 S ASHLAND AVE ",CHICAGO,IL,60636,41.7783609760376,-87.6643368634279,2015-03-19,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","OBSERVED THE FRAPPE INTERIOR OF COOLER AND WHIP CREAM DOOR NOT CLEAN, AND THE EXTERIOR OF THE FRONT FRYERS, INSTRUCTED TO CLEAN.OBSERVED THE TOP OF THE FRAPPE MACHINE, ICE CREAM SYRUP CONTAINERS NOT CLEAN, INSTRUCTED TO CLEAN/ SANITIZE."
1532468,MCDONALD'S,1490035,"6900 S LAFAYETTE AVE ",CHICAGO,IL,60621,41.769155335336,-87.6268126762725,2015-03-31,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS","MUST DETAIL CLEAN AND SANITIZE ALL EQUIPMENT INCLUDING CORDS IN THE DRIVE THRU: COUNTER TOPS,SHELVING,COOLERS AND EXTERIOR OF ALL COOKING EQUIPMENT TO REMOVE GREASE AND DEBRIS."
1533041,MCDONALD'S,1170058,"1657 W 95TH ST ",CHICAGO,IL,60643,41.7210731421679,-87.6648983733961,2015-04-17,Pass,33,"FOOD AND NON-FOOD CONTACT EQUIPMENT UTENSILS CLEAN, FREE OF ABRASIVE DETERGENTS",INSTRUCTED TO CLEAN AND MAINTAIN THE INTERIOR OF THE DEEP FRYERS.
